Token,PRT
condico,1.0557451695419207
certus,1.014894935499318
scrutor,1.0232718930829126
penitus,1.0508433258308958
summoueo,1.0346968991377472
marmor,1.0109762149169046
etenim,1.0272032390067953
fateor,1.0109212677995805
nimis,1.0195712993979338
anxio,1.019522848545532
cura,1.0137223257126389
timeo,1.011280115741469
ecquis,1.0851502428960182
forte,1.013311309784492
pius,1.0143186553150532
corpus,1.008120017675673
e,1.0760198182122651
aperio,1.0114348480847672
promptus,1.018664941327792
haurio,1.0086975823855784
uarius,1.005456013408944
concretus,1.022141005999952
sordes,1.0080145043590945
ossiculus,1.2086370946170488
simul,1.018396952023359
testis,1.0255518482312835
rudere,1.3602088615692152
mixtus,1.013079590667252
inde,1.0076731608504828
metus,1.0051474726531153
mutuus,1.0150581456202774
uerbum,1.0143438600156989
puto,1.004376046673042
ne,1.0061784088420216
fortasse,1.0329621317768605
sacer,1.0245347791400883
caro,1.004959862622312
fauilla,1.0188045569131683
bestiola,1.1663680162467682
occulo,1.0153727402467645
aliquis,1.0097668724653837
intercludo,1.0312817910940248
cauerna,1.023992187559604
alte,1.0222459472464027
expuo,1.047945006113194
sicut,1.0192180607707855
desero,1.0216466086025837
ager,1.0064605331814553
monstrum,1.009779149090404
rostrum,1.031370293991769
fodio,1.01179790500162
intus,1.014372009811657
acuo,1.008908977941518
foueo,1.0066221287458947
circum,1.007267336968823
effundo,1.006343173419782
niger,1.0470172530645003
sic,1.0083531701741903
internus,1.0230480732497136
felix,1.0137731059131814
operio,1.0106873525284148
interuallum,1.0261273478775241
facio,1.006994672486357
mirandus,1.0222392203955821
eruptio,1.0197155020045172
opus,1.0070591071317738
utilis,1.008081553030073
arripio,1.0220855857875581
cunctus,1.006311664811659
transmitto,1.018541502800786
episcopus,1.010775400608807
ad,1.0081767205215313
presbyter,1.0264485911093089
faber,1.0152308690111862
specto,1.0201508979364846
insto,1.0095805718207107
iussus,1.0134235667568248
sacerdos,1.0169991304366275
primus,1.0137200594049105
labor,1.0088627484466166
ille,1.00854326196335
cancellus,1.02321828471254
remoueo,1.0369843940091914
sequor,1.0116786872189307
haereo,1.0084609366321768
resoluo,1.0150578999674136
tollo,1.0135379916293725
aut,1.004920976624223
deus,1.0099305650824961
praecello,1.0165732572873374
diuinitas,1.0267360409881312
utique,1.014225696981773
superior,1.0226722239046082
uerus,1.0260969729581029
deprimo,1.0174410326011152
tegmen,1.005529893706604
arca,1.0306328115795023
irrumpo,1.0295613531073826
solium,1.0122271751955225
compages,1.0304572764966207
maneo,1.0066150623841907
