Token,Cosine Similarity
propinquus,0.9914266
mendacium,0.9751839
dimico,0.9903573
donum,0.9784374
suscipio,0.98713875
dedico,0.99017656
impiger,0.97958726
fama,0.9937787
meritum,0.980711
protego,0.97864616
recurro,0.99230254
maledico,0.9647672
seruilis,0.9753978
uagus,0.99022573
fauces,0.9841125
solutus,0.9804727
sto,0.97183836
misceo,0.9863919
expleo,0.9910217
fructus,0.9175097
inmitto,0.9737793
agricola,0.90390843
requies,0.9742582
maledictum,0.9583026
arbor,0.98704183
an,0.9862327
opera,0.9671042
nubes,0.982219
profor,0.98272854
uolume,0.99257696
domnus,0.69395894
malitia,0.9392026
filius,0.9540573
findo,0.986305
mitis,0.9920645
deuoueo,0.99129957
demergo,0.98346055
doctor,0.97785866
munus,0.97914284
persono,0.95893246
laxo,0.9935559
singulus,0.9917906
caterua,0.9929449
astus,0.98331183
quocumque,0.95176923
placeo,0.9767779
altissimus,0.9452902
proles,0.98943466
mixtus,0.98626375
renuntio,0.9838316
languor,0.9734792
i,0.970612
ambitus,0.9910993
fido,0.9872904
iussus,0.98026717
contemno,0.98998725
adsigno,0.96599954
cliens,0.98521674
remoueo,0.9931849
musicus,0.9812159
cura,0.9933505
edo,0.99442714
panis,0.96635777
demitto,0.99028814
sudor,0.9872816
exter,0.96171975
aio,0.94275033
scriptura,0.9083271
filum,0.9804584
persequor,0.97472465
spons,0.9889874
prŏfectus,0.9949281
maximus,0.93593585
dedo,0.9925926
transgredior,0.97093666
licentia,0.95613515
tristis,0.9954829
sudo,0.985958
tristitia,0.92340964
palma,0.9913088
fides,0.9696461
accommodo,0.97720724
transitus,0.95406747
matrona,0.98751026
auro,0.9700419
circumdo,0.97703433
pudicus,0.9883976
uentus,0.9945955
pompa,0.9691049
orno,0.99303895
frons,0.99611986
reflecto,0.9681287
induco,0.97409785
medicame,0.98743534
inspecto,0.969092
penetro,0.9926694
clarus,0.9914017
sensus,0.99260545
pectus,0.99512243
testor,0.98990005
abscedo,0.9887452
maritus,0.97563237
cultus,0.9879652
induo,0.98226196
demonstro,0.98906314
clarissimus,0.925703
exanimo,0.9782318
iaceo,0.994461
prex,0.9910966
uidua,0.9776856
erigo,0.99098957
dandus,0.9576421
decor,0.98494244
congruo,0.9895408
suspicio,0.98759806
occulo,0.99028635
aduersus,0.96877974
ministro,0.96947205
mulier,0.9674312
fauor,0.99331427
odor,0.9821504
beatus,0.9598955
detestor,0.98561263
cado,0.98650175
filia,0.95148444
gentilis,0.97274333
praeco,0.9727262
taliter,0.94711095
inficio,0.99033135
medico,0.93610054
rubor,0.9886831
grauissimus,0.9822493
